district,district_hindi,district_nukta_hindi,district_english,district_transliteration,block,block_hindi,block_nukta_hindi,block_english,block_transliteration,gram_panchayat,gram_panchayat_english,village,village_english,composite_key,source_file,source_row_index
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Surujpura,Surujpura,Surujpura,Surujpura,bemetra|berla|surujpura|surujpura,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204244
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Chikhala,Chikhala,Chikhla,Chikhla,bemetra|berla|chikhala|chikhla,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204288
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Keshdabari,Keshdabari,Keshdabri,Keshdabri,bemetra|berla|keshdabari|keshdabri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204427
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Mohabhatta,Mohabhatta,Mohbhatha,Mohbhatha,bemetra|berla|mohabhatta|mohbhatha,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204428
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Maniyari,Maniyari,Maniyari,Maniyari,bemetra|berla|maniyari|maniyari,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204812
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Khamhariya D,Khamhariya D,Khamhariya,Khamhariya,bemetra|berla|khamhariya d|khamhariya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,204832
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Budera,Budera,Budera,Budera,bemetra|berla|budera|budera,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205042
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kodava,Kodava,Kodwa,Kodwa,bemetra|berla|kodava|kodwa,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205225
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Khisora,Khisora,Khisora,Khisora,bemetra|berla|khisora|khisora,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205387
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Danganiya (Kh),Danganiya (Kh),Salhepur,Salhepur,bemetra|berla|danganiya kh|salhepur,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205683
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Danganiya (Kh),Danganiya (Kh),Daganiya,Daganiya,bemetra|berla|danganiya kh|daganiya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205699
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Parpoda,Parpoda,Parpoda,Parpoda,bemetra|berla|parpoda|parpoda,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,205744
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Chongikhapari,Chongikhapari,Nardhi,Nardhi,bemetra|berla|chongikhapari|nardhi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206276
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Chongikhapari,Chongikhapari,Chongikhapri,Chongikhapri,bemetra|berla|chongikhapari|chongikhapri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206354
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kumhiguda,Kumhiguda,Bachedi,Bachedi,bemetra|berla|kumhiguda|bachedi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206456
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kumhiguda,Kumhiguda,Kumhiguda,Kumhiguda,bemetra|berla|kumhiguda|kumhiguda,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206492
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Sivar,Sivar,Sinwar,Sinwar,bemetra|berla|sivar|sinwar,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206535
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhatha Sorhi,Bhatha Sorhi,Bhatha Sorhi,Bhatha Sorhi,bemetra|berla|bhatha sorhi|bhatha sorhi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206622
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhatha Sorhi,Bhatha Sorhi,Nawagaon,Nawagaon,bemetra|berla|bhatha sorhi|nawagaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206703
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bharchatti,Bharchatti,Tabalghor,Tabalghor,bemetra|berla|bharchatti|tabalghor,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206746
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bharchatti,Bharchatti,Bharchatti,Bharchatti,bemetra|berla|bharchatti|bharchatti,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206769
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Patora,Patora,Patora,Patora,bemetra|berla|patora|patora,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206786
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Silghat P,Silghat P,Silghat,Silghat,bemetra|berla|silghat p|silghat,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,206820
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Reve,Reve,Manglor,Manglor,bemetra|berla|reve|manglor,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207253
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Reve,Reve,Rewe,Rewe,bemetra|berla|reve|rewe,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207367
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Takam,Takam,Patharpunji,Patharpunji,bemetra|berla|takam|patharpunji,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207698
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Takam,Takam,Takam,Takam,bemetra|berla|takam|takam,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207747
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Singhouri,Singhouri,Sirsa,Sirsa,bemetra|berla|singhouri|sirsa,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207782
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Singhouri,Singhouri,Singhauri,Singhauri,bemetra|berla|singhouri|singhauri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207876
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhedani,Bhedani,Bhendani,Bhendani,bemetra|berla|bhedani|bhendani,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,207915
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhedani,Bhedani,Dadjara,Dadjara,bemetra|berla|bhedani|dadjara,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208032
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Saldha,Saldha,Majgaon,Majgaon,bemetra|berla|saldha|majgaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208061
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Saldha,Saldha,Saladha,Saladha,bemetra|berla|saldha|saladha,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208094
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Sandi,Sandi,Sandi,Sandi,bemetra|berla|sandi|sandi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208267
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Sandi,Sandi,Damai,Damai,bemetra|berla|sandi|damai,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208415
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bahinga,Bahinga,Nawagaon,Nawagaon,bemetra|berla|bahinga|nawagaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208420
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bahinga,Bahinga,Bahinga,Bahinga,bemetra|berla|bahinga|bahinga,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208424
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Danganiya (B),Danganiya (B),Daganiya,Daganiya,bemetra|berla|danganiya b|daganiya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208437
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Baherghat,Baherghat,Baherghat,Baherghat,bemetra|berla|baherghat|baherghat,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208461
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Taksiva,Taksiva,Taksiwa,Taksiwa,bemetra|berla|taksiva|taksiwa,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208534
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Lavatara,Lavatara,Lawatara,Lawatara,bemetra|berla|lavatara|lawatara,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208805
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Taksiva,Taksiva,Surujpura,Surujpura,bemetra|berla|taksiva|surujpura,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208893
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Sodh,Sodh,Sondh,Sondh,bemetra|berla|sodh|sondh,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,208984
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Hatpan,Hatpan,Karamal,Karamal,bemetra|berla|hatpan|karamal,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,209238
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Hatpan,Hatpan,Hatpan,Hatpan,bemetra|berla|hatpan|hatpan,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,209328
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Taralim,Taralim,Taralim,Taralim,bemetra|berla|taralim|taralim,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,209491
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhilouri,Bhilouri,Bhilauri,Bhilauri,bemetra|berla|bhilouri|bhilauri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,209721
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Lengvara,Lengvara,Lenjwara,Lenjwara,bemetra|berla|lengvara|lenjwara,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,209833
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bawan Lakh,Bawan Lakh,Bawanlakh,Bawanlakh,bemetra|berla|bawan lakh|bawanlakh,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210036
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Sarda,Sarda,Sarda,Sarda,bemetra|berla|sarda|sarda,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210139
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bhatgaon,Bhatgaon,Bhatgaon,Bhatgaon,bemetra|berla|bhatgaon|bhatgaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210279
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Aandu,Aandu,Andu,Andu,bemetra|berla|aandu|andu,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210337
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Atargadi,Atargadi,Atargadhi,Atargadhi,bemetra|berla|atargadi|atargadhi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210428
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Atargadi,Atargadi,Budhajaung,Budhajaung,bemetra|berla|atargadi|budhajaung,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210496
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Ranka,Ranka,Jhalmala,Jhalmala,bemetra|berla|ranka|jhalmala,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210571
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Ranka,Ranka,Ranka,Ranka,bemetra|berla|ranka|ranka,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210643
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kurud,Kurud,Kurud,Kurud,bemetra|berla|kurud|kurud,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210825
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kurud,Kurud,Pendri,Pendri,bemetra|berla|kurud|pendri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210924
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Raveli,Raveli,Raweli,Raweli,bemetra|berla|raveli|raweli,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210944
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Tiwraiya,Tiwraiya,Tiwraiya,Tiwraiya,bemetra|berla|tiwraiya|tiwraiya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,210956
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kathiya,Kathiya,Kathiya,Kathiya,bemetra|berla|kathiya|kathiya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211032
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Temri,Temri,Temri,Temri,bemetra|berla|temri|temri,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211301
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Khamhariya,Khamhariya,Khamhariya,Khamhariya,bemetra|berla|khamhariya|khamhariya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211311
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kiritpur,Kiritpur,Kiritpur,Kiritpur,bemetra|berla|kiritpur|kiritpur,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211327
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Achholi,Achholi,Achholi,Achholi,bemetra|berla|achholi|achholi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211407
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Chetuva,Chetuva,Chatuwa,Chatuwa,bemetra|berla|chetuva|chatuwa,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211545
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Chetuva,Chetuva,Sahgaon,Sahgaon,bemetra|berla|chetuva|sahgaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211583
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Jamghat,Jamghat,Jamghat,Jamghat,bemetra|berla|jamghat|jamghat,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211604
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Beloudi Kala,Beloudi Kala,Mudpar Khurd,Mudpar Khurd,bemetra|berla|beloudi kala|mudpar khurd,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211725
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Beloudi Kala,Beloudi Kala,Balaudi Kalan,Balaudi Kalan,bemetra|berla|beloudi kala|balaudi kalan,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211737
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Pahanda,Pahanda,Pahanda,Pahanda,bemetra|berla|pahanda|pahanda,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,211848
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Singdehi,Singdehi,Singdehi,Singdehi,bemetra|berla|singdehi|singdehi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212166
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Jamgaon,Jamgaon,Jamgaon,Jamgaon,bemetra|berla|jamgaon|jamgaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212208
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Devri,Devri,Deori,Deori,bemetra|berla|devri|deori,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212279
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kharra,Kharra,Kharra,Kharra,bemetra|berla|kharra|kharra,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212491
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Kumhi,Kumhi,Kumhi,Kumhi,bemetra|berla|kumhi|kumhi,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212597
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bargaon,Bargaon,Bargaon,Bargaon,bemetra|berla|bargaon|bargaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212643
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bargaon,Bargaon,Matiya,Matiya,bemetra|berla|bargaon|matiya,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212838
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Bargaon,Bargaon,Kospatar,Kospatar,bemetra|berla|bargaon|kospatar,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212853
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Anandgaon,Anandgaon,Anandgaon,Anandgaon,bemetra|berla|anandgaon|anandgaon,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,212877
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Telga,Telga,Telga,Telga,bemetra|berla|telga|telga,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,213210
बेमेतरा,बेमेतरा,बेमेतरा,bemetra,bemetra,बेरला,बेरला,बेरला,berla,berla,Mudpar Kala,Mudpar Kala,Mudpar Kalan,Mudpar Kalan,bemetra|berla|mudpar kala|mudpar kalan,/Users/abhijita/Projects/Project_Dhruv/data/CG_Geo_2.xlsx,213451
